Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
Projet Les Bories - Par les Constructions Raymond &amp; Fils,63750$,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"309, rue des Chênes",64000$,St-Apollinaire,Chaudière-Appalaches,-1,-1,-1,-1,-1,169.13x131.99,"277,78$",-1,-1,-1
rue Jacques-Giroux,64900$,St-Gabriel-De-Valcartier,Québec Rive-Nord,-1,-1,-1,-1,-1,"30,000.09",-1,-1,-1,-1
"225, rang Sainte-Catherine",65000$,Les Éboulements,Charlevoix,-1,-1,-1,-1,-1,129769,-1,-1,-1,-1
chemin de la Base,65000$,St-Roch-De-Mekinac,Mauricie,-1,-1,-1,-1,-1,450.52x220.05,"156,00$",-1,-1,-1
rue Saint-Joseph,65000$,Nominingue,Laurentides,-1,-1,-1,-1,-1,"36,238",-1,-1,-1,-1
rang Gosford,65000$,St-Raymond,Portneuf,-1,-1,-1,-1,-1,"34,271","260,00$",-1,-1,-1
", chemin Fernand-Labelle",65000$,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,"41,067.55","613,43$",-1,-1,-1
Route 132,65000$,Grosses-Roches,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"172,222.57",-1,-1,-1,-1
17e Avenue,65000$,St-Prosper-De-Dorchester,Chaudière-Appalaches,-1,-1,-1,-1,-1,"21,706.5",-1,-1,-1,-1
"35, rue Principale",65000$,St-Guy,Bas-Saint-Laurent,2,1,-1,1,735,153x125,"838,87$","18,16$","900,00$",-1
"47, Chemin du Goeland",65500$,Val-Des-Monts,Outaouais,-1,-1,-1,-1,-1,"41,731.68","366,00$",-1,-1,-1
rue Dusseault,66500$,Val-des-Sources,Estrie,-1,-1,-1,-1,-1,"10,325","236,00$",-1,-1,-1
rue Régina-Gagnon,66900$,Sherbrooke (Deauville),Estrie,-1,-1,-1,-1,-1,"7,006","1400,00$","35,00$",-1,-1
rue du lac Walfred,67000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"50,000",-1,-1,-1,-1
"662, rue des Muguets",68000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"35,000",-1,"120,95$",-1,-1
boulevard Talbot,68000$,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"25,000",-1,-1,-1,-1
"3400, chemin de la Presqu'île",68900$,St-Mathieu-Du-Parc,Mauricie,-1,-1,-1,-1,-1,"86,000",-1,-1,-1,-1
rue Fief,69000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,175.41x282.24,-1,-1,-1,-1
"499, Grande Rue du Lac",69000$,St-Nérée,Chaudière-Appalaches,-1,-1,-1,-1,-1,"21,527.82","478,61$",-1,-1,-1
"91, chemin de l'Île",69000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"61,500",-1,-1,-1,-1
chemin du Fief,69000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,"55,304","1400,00$","100,00$",-1,-1
"51-3945, route 337 Nord",69000$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"3,200","895,55$","43,93$",-1,-1
rue Simard,69500$,St-Calixte,Lanaudière,-1,-1,-1,-1,-1,"47,361.21","129366,00$",-1,-1,-1
rue Salaberry,69500$,Lac-Mégantic,Estrie,-1,-1,-1,-1,-1,"33,232.50","292,00$",-1,-1,-1
", rue des Archanges",69500$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"6,231.2","779,59$","20,79$",-1,-1
", rue des Érables",69500$,St-Raymond,Portneuf,-1,-1,-1,-1,-1,30000,"372,00$","35,63$",-1,-1
chemin Caron,69900$,Lac-Simon,Outaouais,-1,-1,-1,-1,-1,150.00x297.01,"378,82$","29,20$",-1,-1
"275, chemin du Lac-Huron",69900$,Lac-Aux-Sables,Mauricie,-1,-1,-1,-1,-1,"48,000","200,00$",-1,-1,-1
Route 132 Est,69990$,Ste-Luce (Ste-Luce-sur-Mer),Bas-Saint-Laurent,-1,-1,-1,-1,-1,"13,000",-1,-1,-1,-1
"1, rue des Pionniers",70000$,St-André-D&#039;Argenteuil,Laurentides,-1,-1,-1,-1,-1,"58,457","842,93$","76,61$",-1,-1
"7, rue du Lac DuChamps",70000$,La Tuque (Clova),Mauricie,-1,-1,-1,-1,-1,"47,124.40","112,00$",-1,-1,-1
rue Delisle,70000$,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"9,000",-1,-1,-1,-1
montée du Cerf,70000$,Entrelacs,Lanaudière,-1,-1,-1,-1,-1,"43,803.73",-1,-1,-1,-1
"293, avenue de la Bonne-Entente",71500$,Ste-Marie,Chaudière-Appalaches,-1,-1,-1,-1,-1,"6,500",-1,-1,-1,-1
rue Claude-Bouchard - Le Littoral de la Rivière aux Chiens,71525$,Ste-Anne-de-Beaupré,Québec Rive-Nord,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue de la Comtesse,72500$,Sorel-Tracy,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"5,000",-1,-1,-1,-1
"2, rue Boivin",73500$,St-Theophile,Chaudière-Appalaches,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1
"236-196, route 289",74000$,St-Marc-Du-Lac-Long,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"112,000","287,72$","33,23$",-1,-1
"Lot 4-34, chemin de l'Hémisphère-Nord",74500$,Mont-Tremblant,Laurentides,-1,-1,-1,-1,-1,"8,176",-1,-1,-1,-1
", chemin de l'Église",74745$,St-Damien,Lanaudière,-1,-1,-1,-1,-1,22650,"185,24$",-1,-1,-1
rue des Coteaux,75000$,St-Alphonse-Rodriguez,Lanaudière,-1,-1,-1,-1,-1,"35,000",-1,-1,-1,-1
"125, rue Rose",75000$,St-Calixte,Lanaudière,-1,-1,-1,-1,-1,321.52x127.95,-1,"32,00$",-1,-1
"129, rue Lemarquand",75000$,Paspebiac,Gaspésie-Îles-de-la-Madeleine,3,1,1,2,904.17,"8,600","1512,77$",-1,"44,58$",-1
Domaine du Luxuor,75000$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue des Sarcelles - Projet Beaulieu-Sur-Lac,75000$,St-Jean-De-Matha,Lanaudière,-1,-1,-1,-1,-1,"48,000",-1,-1,-1,-1
"46, rang St-Anselme",75000$,St-Magloire-De-Bellechasse,Chaudière-Appalaches,-1,-1,-1,-1,-1,"93,000",-1,-1,-1,-1
"427, rue Principale",75000$,Portneuf-sur-mer,Côte-Nord,-1,1,-1,1,-1,"25,524.46",-1,-1,-1,-1
rue Nantel,75000$,Labelle,Laurentides,-1,-1,-1,-1,-1,"21,792","360,00$",-1,-1,-1
rue des Trilles,75000$,La Conception,Laurentides,-1,-1,-1,-1,-1,"17,206",-1,-1,-1,-1
"10, rue de l'Église",75000$,St-Marc-Du-Lac-Long,Bas-Saint-Laurent,3,2,-1,2,968.75,"7,771","1875,00$","200,00$","1200,00$",-1
"2782, rue Saint-Pierre",75000$,St-Maurice,Mauricie,-1,-1,-1,-1,-1,"51,000","77,00$",-1,-1,-1
", boulevard de Douglas",75000$,Gaspé,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"161,200",-1,-1,-1,-1
chemin de la Maison de Pierre - Domaine Modernätur,75000$,Mont-Tremblant,Laurentides,-1,-1,-1,-1,-1,"51,000",-1,-1,-1,-1
"., Sortie des Commissaires",75000$,St-Gilles,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"4222, sentier du Lac du Moulin",75000$,La Baie,Saguenay-Lac-Saint-Jean,-1,1,-1,1,240,8000,"1020,82$","41,64$","411,24$","297,00$"
rue Bellevue,75735$,St-Anselme,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
avenue des Capucins,77900$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,43056,-1,-1,-1,-1
"898, boulevard Saguenay Ouest",78000$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"11,115.9","946,00$",-1,-1,-1
"2418, chemin Lac Quenouille",78000$,Lac-Superieur,Laurentides,-1,-1,-1,-1,-1,236.22x200.13,"280,00$","70,00$",-1,-1
"226, chemin Pierre-De-Sales",78900$,Les Éboulements,Charlevoix,-1,-1,-1,-1,-1,"26,184.29","737,00$","39,54$",-1,-1
"9-1078, rue Sainte-Julie",79000$,Trois-Rivières (Trois-Rivières),Mauricie,-1,1,-1,3,365.97,53.11,"1235,32$","322,00$",-1,-1
Lot 6 392 817 rue du Patelin,79000$,St-Edmond-De-Grantham,Centre-du-Québec,-1,-1,-1,-1,-1,"32,558",-1,-1,-1,-1
Route 141,79000$,Coaticook,Estrie,-1,-1,-1,-1,-1,"49,449.40",-1,-1,-1,-1
"171, rue Sainte-Cécile",79000$,Alma,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"10,672.41",-1,-1,-1,-1
"50, rue des Côteaux",79000$,St-Alphonse-Rodriguez,Lanaudière,-1,-1,-1,-1,-1,"61,171",-1,-1,-1,-1
"5430, rue du Plateau Clément Fleury",79376$,Alma,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"9,922",-1,-1,-1,-1
7e rue du lac Doucet,79500$,ND-Du-Mont-Carmel,Mauricie,-1,-1,-1,-1,-1,"149,656.03","451,35$",-1,-1,-1
montée de la Source,79500$,Ste-Agathe-Des-Monts,Laurentides,-1,-1,-1,-1,-1,98.43x216.54,"103,45$",-1,-1,-1
"1, rue Michaud",79850$,Val-David,Laurentides,-1,-1,-1,-1,-1,106412,-1,-1,-1,-1
rue Doris,79900$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"33,000",-1,-1,-1,-1
chemin du Castor,79900$,St-Adolphe-D&#039;Howard,Laurentides,-1,-1,-1,-1,-1,"43,152",-1,-1,-1,-1
"62, rue Viel",80000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"22,005.74",-1,-1,-1,-1
"222, rue de la Gratitude",80000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"43,217","382,84$",-1,-1,-1
rue des Aulnes / rue des Cormiers- Domaine de Boissel - Par A.G.P Couture et Fils inc.,80000$,Beaumont,Chaudière-Appalaches,-1,-1,-1,-1,-1,"3,562",-1,-1,-1,-1
Projet Évasion Plein-Air La Minerve - chemin Dusseault,80000$,La Minerve,Laurentides,-1,-1,-1,-1,-1,"57,000",-1,-1,-1,-1
Domaine du Lac Boréal,80000$,St-Gilles,Chaudière-Appalaches,-1,-1,-1,-1,-1,7750,-1,-1,-1,-1
rue de la Samare - Hameau d'Orford,80000$,Eastman,Estrie,-1,-1,-1,-1,-1,"86,111.28",-1,-1,-1,-1
Chemin des Loutres,80000$,Jonquière (Shipshaw),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"20,000",-1,-1,-1,-1
"56, 2e Rang",80000$,St-Raphael,Chaudière-Appalaches,2,1,-1,1,856,41846.81,"1093,30$","64,64$",-1,-1
"168, chemin Gaudreau",82500$,Notre-Dame-Des-Bois,Estrie,-1,-1,-1,-1,-1,"41,603","425,37$","14,89$",-1,-1
"4974, rue des Peupliers",83000$,La Doré,Saguenay-Lac-Saint-Jean,4,3,-1,-1,-1,"11,115.89","5124,80$","108,00$","2700,00$","3500,00$"
Lot 6 392 819 rue Notre-Dame-De-Lourdes,84000$,St-Edmond-De-Grantham,Centre-du-Québec,-1,-1,-1,-1,-1,"36,108",-1,-1,-1,-1
rue de la Grande-Côte,84500$,St-André-D&#039;Argenteuil,Laurentides,-1,-1,-1,-1,-1,"32,291.73","282,74$","7,09$",-1,-1
7e Rang Est,84500$,Ste-Anne-Du-Lac,Laurentides,-1,-1,-1,-1,-1,"50,000",-1,-1,-1,-1
"52, chemin Gisèle",84500$,Notre-Dame-Des-Bois,Estrie,-1,1,-1,1,-1,"33,000.00",-1,-1,-1,-1
"891, rue Ministuk",84500$,Lac-Ministuk,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"58,063.5",-1,-1,-1,-1
", rue des Cardinaux",85000$,Rawdon,Lanaudière,-1,-1,-1,-1,-1,"43,000","868,83$","34,39$",-1,-1
"4, rue Principale",85000$,La Reine,Abitibi-Témiscamingue,4,1,-1,1,"1,041","6,500","704,00$","158,00$",-1,"2640,00$"
chemin de la Maria-Lucia,85000$,Petite-Rivière-St-François,Charlevoix,-1,-1,-1,-1,-1,"82,796.00",-1,-1,-1,-1
Chemin Masson,85000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"67,512",-1,-1,-1,-1
chemin Lac Creux,85000$,Mandeville,Lanaudière,-1,-1,-1,-1,-1,"65,073.22","205,45$",-1,-1,-1
"47, chemin du Lac-Clair",85000$,Val-Des-Monts,Outaouais,-1,-1,-1,-1,-1,"39,684.39",-1,-1,-1,-1
"140, 10 et 11e rang",85000$,Inverness,Centre-du-Québec,-1,-1,-1,-1,-1,"155,186,856,471.77",-1,-1,-1,-1
"76-78, rue des Pivoines",85000$,Rivière-Du-Loup,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"8,687.55","1915,60$","34,00$",-1,-1
"0, rue Saint-Pierre",85700$,La Baie,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,48.06x111.81,-1,-1,-1,-1
"164, chemin Jeannot + Gaudreau",86000$,Notre-Dame-Des-Bois,Estrie,-1,-1,-1,-1,-1,"4,413.20",-1,"15,00$",-1,-1
138e rue,87352$,St-Georges,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Boisbriand Quartier Accueillant - Par Gestion Fauvel,87400$,Drummondville (Drummondville),Centre-du-Québec,-1,-1,-1,-1,-1,"6,030",-1,-1,-1,-1
"400, rue des Pins",87500$,ND-De-Montauban,Mauricie,-1,-1,-1,-1,-1,"306,185.48","79,00$",-1,-1,-1
788A-788 rue Commercial Nord,88000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,3,-1,-1,-1,-1,"2,352.34","2619,68$","303,90$",-1,-1
rue Henri,89000$,Rawdon,Lanaudière,-1,-1,-1,-1,-1,"76,872.6","588,99$",-1,-1,-1
"4070, montée des Chalets",89000$,Mont-Laurier,Laurentides,-1,-1,-1,-1,-1,"220,344.78",-1,-1,-1,-1
Lot 6 392 820 rue du Patelin,89000$,St-Edmond-De-Grantham,Centre-du-Québec,-1,-1,-1,-1,-1,"48,631",-1,-1,-1,-1
"74, rue Gilles",89000$,Déléage,Outaouais,-1,-1,-1,-1,-1,"87,875.49","358,83$",-1,-1,-1
"185, rue Saint-Michel-Archange",89000$,Sherbrooke (St-Élie-d&#039;Orford),Estrie,-1,-1,-1,-1,-1,7740,-1,-1,-1,-1
rue J.-Alexandre-Chevron,89000$,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,-1,-1,-1,-1,-1,6245,-1,-1,-1,-1
", route d'Irlande",89000$,Percé,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"565,105.30","175,00$","175,00$",-1,-1
"10, montée du Belvédère",89000$,La Pêche (Alcove),Outaouais,-1,-1,-1,-1,-1,"43,560.00",-1,-1,-1,-1
"24 A, chemin du Lac Bertrand",89000$,Ferme-Neuve,Laurentides,-1,-1,-1,-1,-1,36000,"517,32$","20,59$",-1,-1
route 117 Nord,89205$,Mont-Blanc (St-Faustin-Lac-Carré),Laurentides,-1,-1,-1,-1,-1,660x150,"500,00$",-1,-1,-1
", rue Jean-Baptiste-Delorme",89500$,Trois-Rivières (Trois-Rivières),Mauricie,-1,-1,-1,-1,-1,"8,992.17","376,98$","51,84$",-1,-1
"519, rue Lamontagne",89500$,St-Prime,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"39,375",-1,-1,-1,-1
"2151, chemin de la Réserve",89500$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,72.38x120.01,"1022,75$","31,83$",-1,-1
"15, rue Ernest",89900$,Cabano,Bas-Saint-Laurent,-1,-1,-1,-1,-1,118x131,"644,11$","7,69$",-1,-1
"645, route Principale",89900$,Val-Des-Monts,Outaouais,-1,-1,-1,-1,-1,"208,695.00",-1,-1,-1,-1
"1, chemin du Ruisseau",89900$,St-Donat,Lanaudière,-1,-1,-1,-1,-1,"44,089",-1,-1,-1,-1
", rue Chamonix-Ouest",89900$,Cantley,Outaouais,-1,-1,-1,-1,-1,"45,768","364,35$",-1,-1,-1
"714-716, chemin du Royaume-des-Cèdres",89950$,St-Bruno-de-Guigues,Abitibi-Témiscamingue,-1,-1,-1,-1,-1,"15,355.79","109,65$",-1,-1,-1
", chemin du Rivage",90000$,Isle-Aux-Grues,Chaudière-Appalaches,-1,-1,-1,-1,-1,"43,252.62","641,24$","117,70$",-1,-1
"956 à 996, avenue Bergeron",90000$,St-Agapit,Chaudière-Appalaches,-1,-1,-1,-1,-1,"15,000",-1,-1,-1,-1
rue des Campanules,90000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"35,506",-1,-1,-1,-1
"645, rue St-Charles Sud",90000$,Granby,Estrie,-1,-1,-1,-1,-1,"5,750",-1,-1,-1,-1
Domaine Albert-Rousseau - rue Fontainebleau - Par Construction Maurice Bilodeau,90000$,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"5,425",-1,-1,-1,-1
"593, rue Principale",90000$,Rivière-Éternité,Saguenay-Lac-Saint-Jean,4,1,1,2,-1,"10,936.13","1689,80$","48,65$",-1,-1
"256, chemin Louise",90000$,Lac-Superieur,Laurentides,-1,-1,-1,-1,-1,"55,952","360,00$","32,00$",-1,-1
"5451, rue du Pont Nord",90000$,Alma,Saguenay-Lac-Saint-Jean,3,1,1,2,"1,456","6,609.04","1201,00$",-1,-1,-1
rue de la Rivière,90000$,St-Alphonse-Rodriguez,Lanaudière,-1,-1,-1,-1,-1,"43,968",-1,-1,-1,-1
rue de la Grande-Ourse,90000$,St-Ours,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"7,615",-1,-1,-1,-1
9e rang de Saint-Jogues,90000$,St-Jogues,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"4,356,000.01",-1,-1,-1,-1
Éco-Nature Domaine Inspiré - Par Gestion Fauvel,90500$,Trois-Rivières (Pointe-Du-Lac),Mauricie,-1,-1,-1,-1,-1,"8,620",-1,-1,-1,-1
"689, monté Giroux",92000$,Laverlochère-Angliers,Abitibi-Témiscamingue,-1,-1,-1,-1,-1,"35,413",-1,-1,-1,-1
rue de la Samare,92000$,Eastman,Estrie,-1,-1,-1,-1,-1,"55,832.40",-1,"10,00$",-1,-1
"41, chemin Bellevue Est",92500$,Cap-St-Ignace,Chaudière-Appalaches,-1,-1,-1,-1,-1,"250,000","1056,00$","94,82$",-1,-1
"19, rue Saint-Victor",92954$,Matane,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"42,836","45,12$",-1,-1,-1
rue du Couvent,92995$,St-Just-De-Bretenieres,Chaudière-Appalaches,-1,-1,-1,-1,-1,2670228.01,"695,40$","42,73$",-1,-1
"78, rue des Épinettes",94000$,Lebel-Sur-Quevillon,Nord-du-Québec,3,1,-1,1,964,"7,505.67","1700,00$","47,00$",-1,-1
"X, rue du Faisan",94500$,Magog,Estrie,-1,-1,-1,-1,-1,"9,200.9","107,46$",-1,-1,-1
"4, rue de l'Ambassadeur",94500$,Victoriaville,Centre-du-Québec,-1,-1,-1,-1,-1,"22,293",-1,-1,-1,-1
rue Bernard Fillion,94500$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"36,350",-1,-1,-1,-1
"3090, avenue du Lac-Clermoustier",95000$,Chertsey,Lanaudière,-1,-1,-1,-1,-1,"55,400",-1,-1,-1,-1
"2550, boulevard des Iles",95000$,Entrelacs,Lanaudière,-1,-1,-1,-1,-1,"55,372","226,06$",-1,-1,-1
"., rue du Pont - Par Construction Lebour",95000$,St-Lambert-De-Lauzon,Chaudière-Appalaches,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
chemin de la Montagne - Les Sommets Boisés,95000$,Lac-Des-Seize-Iles,Laurentides,-1,-1,-1,-1,-1,"46,284.81",-1,-1,-1,-1
"75, rang du Ruisseau des Frênes, La Malbaie",95000$,La Malbaie,Charlevoix,-1,-1,-1,-1,-1,"215,278.21",-1,-1,-1,-1
"426X, rue du Bonheur",95000$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"42,185","827,25$",-1,-1,-1
"13-6345235, rue de la Rosée-des-Bois",95000$,St-Calixte,Lanaudière,-1,-1,-1,-1,-1,"57,317","585,00$",-1,-1,-1
chemin des Marroniers,95000$,La Conception,Laurentides,-1,-1,-1,-1,-1,"61,397.35",-1,-1,-1,-1
"123, rue Guy-Lafleur",95000$,Thurso,Outaouais,-1,-1,-1,-1,-1,8461.51,-1,-1,-1,-1
Quartier naturel Baie-Jolie - Par Gestion Fauvel,95400$,Trois-Rivières (Pointe-Du-Lac),Mauricie,-1,-1,-1,-1,-1,"9,085",-1,-1,-1,-1
"47, rue des Plateaux",95500$,St-Gabriel-De-Valcartier,Québec Rive-Nord,-1,-1,-1,-1,-1,"34,361.63","226,29$","41,99$",-1,-1
"., chemin Maryla",95500$,Cookshire-Eaton,Estrie,-1,-1,-1,-1,-1,"70,282.95","694,01$","26,02$",-1,-1
", 48e Rue Nord",96000$,St-Georges,Chaudière-Appalaches,-1,-1,-1,-1,-1,"33,300","525,46$","23,04$",-1,-1
rue Joel St-Laurent,96850$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,32292,-1,-1,-1,-1
"1, rue Bourassa",97000$,La Tuque,Mauricie,-1,-1,-1,-1,-1,"561,090.36",-1,-1,-1,-1
chemin des Lièvres,97000$,Montebello,Outaouais,-1,-1,-1,-1,-1,"15,568.91","633,00$",-1,-1,-1
rue Saint-Émilien,98500$,St-Alexis-Des-Monts,Mauricie,-1,-1,-1,-1,-1,"190,000",-1,-1,-1,-1
"350, 3e rue",99000$,Degelis,Bas-Saint-Laurent,-1,-1,-1,-1,-1,-1,"2380,00$",-1,-1,-1
"2255, chemin de l'Ile Carillon",99000$,St-André-D&#039;Argenteuil,Laurentides,-1,-1,-1,-1,-1,"20,720",-1,-1,-1,-1
"449, route Rousseau",99000$,ND-De-Montauban,Mauricie,-1,-1,-1,-1,-1,"80,000",-1,-1,-1,-1
"250, chemin du Boisé Lang",99000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,-1,-1,-1,-1,-1,"43,077",-1,-1,-1,-1
"1241, rue Chalutier",99000$,Fabreville,Laval,-1,-1,-1,-1,-1,"3,249.62","595,75$",-1,-1,-1
chemin des Bêtes Puantes,99000$,Trois-Rives,Mauricie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue des Gardénias,99000$,Ste-Marguerite-Du-Lac-Masson,Laurentides,-1,-1,-1,-1,-1,"56,396","645,75$","49,74$",-1,-1
route 335,99000$,St-Calixte,Lanaudière,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rue de Quen,99500$,Saint-Gédéon,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,72.15x91.47,"155,66$",-1,-1,-1
"800, rue des Cimes",99500$,Ste-Adèle,Laurentides,-1,-1,-1,-1,-1,"53,960",-1,-1,-1,-1
", rue du Domaine",99500$,Ascot Corner,Estrie,-1,-1,-1,-1,-1,32614,"554,04$","37,14$",-1,-1
"6030, rue Maude",99500$,Nantes,Estrie,-1,-1,-1,-1,-1,58200,-1,-1,-1,-1
rue des Sables - Par Construction CRD,99700$,Ste-Catherine-de-la-JC,Québec Rive-Nord,-1,-1,-1,-1,-1,"6,000",-1,-1,-1,-1
Développement des Fleurs - Phase 3,99800$,Lévis,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"984, chemin Doucet",99800$,Trois-Rives,Mauricie,-1,-1,-1,-1,-1,100843,"267,12$","32,15$",-1,-1
chemin Saint-Léon,99900$,Rimouski (Ste-Odile-Sur-Rimouski),Bas-Saint-Laurent,-1,-1,-1,-1,-1,"160,000",-1,-1,-1,-1
"15, chemin Gibson",99900$,Alleyn-Et-Cawood,Outaouais,-1,-1,-1,-1,-1,"174,240.00",-1,-1,-1,-1
", chemin Légaré",99900$,Sherbrooke (Deauville),Estrie,-1,-1,-1,-1,-1,"44,168.63",-1,-1,-1,-1
"25, rue Campeau",99963$,Gatineau (Gatineau),Outaouais,4,2,-1,-1,-1,-1,-1,-1,-1,-1
Allée du Soleil,99990$,Drummondville (St-Nicéphore),Centre-du-Québec,-1,-1,-1,-1,-1,"6,780",-1,-1,-1,-1
", chemin des Loutres",99995$,Jonquière (Shipshaw),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"31,288",-1,-1,-1,-1
"895, chemin du Bassin",99999$,Bassin,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"170,000",-1,-1,-1,-1
"140, rue Demers",99999$,Ste-Croix,Chaudière-Appalaches,-1,-1,-1,-1,-1,"16,587.19","1060,00$","68,00$",-1,-1
"8A, rue Clavet",100000$,Ste-Brigitte-De-Laval,Québec Rive-Nord,-1,-1,-1,-1,-1,10775,-1,-1,-1,-1
"435, route 132",100000$,Bonaventure,Gaspésie-Îles-de-la-Madeleine,-1,-1,-1,-1,-1,"41,000","999,13$",-1,-1,-1
"3502, rue Pacific",100000$,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"6,945",-1,-1,-1,-1
chemin de la Presqu'île,100000$,St-Mathieu-Du-Parc,Mauricie,-1,-1,-1,-1,-1,"43,916.75","363,52$","4,67$",-1,-1
"4190, route Marie-Victorin - Par Construction Maurice Bilodeau",100000$,St-Antoine-De-Tilly,Chaudière-Appalaches,-1,-1,-1,-1,-1,"15,661",-1,-1,-1,-1
rue L'Orée des Champs,100000$,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1087-1089, avenue Lévis",100000$,Shawinigan (Shawinigan),Mauricie,3,1,-1,-1,-1,1999.93,"1887,57$","30,00$",-1,"2493,00$"
"95, route 138",100000$,Baie-Trinite,Côte-Nord,-1,-1,-1,-1,-1,"96,000","65,00$","50,00$",-1,-1
"4890, chemin du Lac  Gratten",100000$,Rawdon,Lanaudière,-1,-1,-1,-1,-1,"120,394",-1,-1,-1,-1
", chemin de la Presqu'île",100000$,St-Mathieu-Du-Parc,Mauricie,-1,-1,-1,-1,-1,129029,-1,-1,-1,-1
rue de la Détente,102000$,St-Alphonse-Rodriguez,Lanaudière,-1,-1,-1,-1,-1,"195,000",-1,-1,-1,-1
"363, 5e Chemin du Lac-Sébastien",103000$,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,3,1,-1,1,"39,705.91","39,705.91","452,75$","35,23$",-1,-1
rue du Fort de Beaumont - Phase 2 - Par Construction Simon Breton,105000$,Beaumont,Chaudière-Appalaches,-1,-1,-1,-1,-1,"5,075",-1,-1,-1,-1
Développement Robertson - Phase 2,105000$,Pintendre,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"4,582",-1,-1,-1,-1
